Age,Country,EducationLevel,EducationOther,StudyField,StudyFieldOther,Familiarity,UsesAI,Frequency,Purpose,PurposeOther,Tools,ToolsOther,GPTVersion,GPTPaid,ImproveUnderstanding,ImprovePerformance,TimeStudying,UsageHours,ChangeApproach,DescribeChange,VerifyInfo,Dependency,Benefits,BenefitsOther,Challenge,ChallengeOther,AverageBefore,AverageAfter,YearStarted,HoursPW2021,HoursPW2022,HoursPW2023,HoursPW2024,Improvement2021,Improvement2022,Improvement2023,Improvement2024,LikelihoodContinueUsage,Q8CodingHelp,Q8ConceptUnderstanding,Q8OtherBinary,Q8ResearchAssistance,Q8StudyScheduling,Q8WritingAssistance,ChatGPT,Google Gemini,Jasper,Midjourney,Q9OtherBinary
19,Lebanon ,Undergraduate student,,Computer Science,,5,Yes,Daily,"Research assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),No,4,Probably yes,No change,3,Yes,"used to do research or understand concepts using Google and online resources or book, now directly asking chatgpt or some AI that could help",Often,3,Better organization,,Reliability of information,,,67,2022,,0.1,2,4,,1,3,4,5,1,1,0,1,1,0,1,1,0,0,0
18,Lebanon,Undergraduate student,,Computer Science,,4,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,,,,,4,Unsure,No change,,No,,Rarely,2,Better organization,,Reliability of information,,94,94,2023,,,,,,,,,,1,1,0,1,0,1,0,0,0,0,0
18,Lebanon ,Undergraduate student,,Engineering,,4,Yes,Rarely,"Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,No change,3,Yes,,Sometimes,2,Time-saving,,Dependency on AI,,92,92,2023,,,,,,,,,4,0,1,0,0,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,4,Probably yes,Decreased,8,Yes,Simpler,Rarely,5,Reduced stress,,"Ethical concerns (e.g., plagiarism)",,70,87,2023,,,3,8,,,20,30,5,1,1,0,1,1,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,4,Definitely yes,Decreased,,Yes,,Sometimes,4,Time-saving,,"Ethical concerns (e.g., plagiarism)",,88,88,2022,,,,,,3,4,4.5,5,1,1,0,1,0,1,1,1,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Study scheduling or organization,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,4,Probably yes,No change,2,Yes,,Sometimes,2,Increased understanding,,Reliability of information,,95,95,2024,,,,3,,,,2,3,0,1,0,1,1,0,1,1,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,I use both equally,,2,Unsure,No change,3,Yes,,Always,3,Time-saving,,Reliability of information,,77,77,2024,,,,3,,,,3,3,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Daily,Concept understanding,,"ChatGPT,Other (please specify)",,GPT-3.5 (Free),Yes,5,Probably yes,No change,4,Yes,,Rarely,3,Time-saving,,Lack of guidance on usage,,82,91,2023,,,2,4,,,1,5,4,0,1,0,0,0,0,1,0,0,0,1
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance",,ChatGPT,,GPT-3.5 (Free),Maybe,2,Probably not,No change,1,No,,Often,3,Time-saving,,Reliability of information,,85,85,2023,,,1,1,,,1,2,4,0,0,0,1,0,1,1,0,0,0,0
17,Lebanon,Undergraduate student,,Engineering,,5,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,No change,2,Yes,,Always,4,Reduced stress,,Dependency on AI,,72,85,2023,,,1,3,,,2,4,5,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,I use both equally,,4,Probably yes,No change,,Yes,,Sometimes,4,Enhanced creativity,,Dependency on AI,,90,90,2023,,,2,6,,,3,4,4,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Writing assistance,Concept understanding",,ChatGPT,,GPT-4 (Paid),,4,Probably yes,No change,10,No,,Often,3,Increased understanding,,Reliability of information,,93,93,2021,4,6,10,10,1,2,3,3,5,0,1,0,0,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Monthly,"Research assistance,Writing assistance",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably not,Decreased,1,No,,Sometimes,4,Time-saving,,Reliability of information,,78,78,2023,,,1,1,,,2,2,3,0,0,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Daily,"Writing assistance,Coding or technical help,Concept understanding",,"ChatGPT,Other (please specify)",Quillbot,GPT-3.5 (Free),Maybe,2,Unsure,No change,3,No,,Often,1,Time-saving,,Reliability of information,,80,75,2022,,0,1,3,,1,1,2,4,1,1,0,0,0,1,1,0,0,0,1
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,"ChatGPT,Google Gemini,Other (please specify)",Copilot,GPT-3.5 (Free),Maybe,4,Unsure,Decreased,3,Yes,Simplier,Sometimes,2,Time-saving,,Other (please specify),Finishing the free trial,66,78,2023,,,2,4,,,3,4,5,0,1,0,1,0,1,1,1,0,0,1
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-4 (Paid),,4,Probably yes,No change,2,No,,Often,1,Increased understanding,,Reliability of information,,80,86,2024,,,,1,,,,2,5,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-4 (Paid),,2,Unsure,No change,1,No,,Often,2,Reduced stress,,Dependency on AI,,90,90,2022,,0.5,,1,,3,2,3,3,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon ,Undergraduate student,,Engineering,,3,Yes,Rarely,"Research assistance,Coding or technical help,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),No,3,Probably yes,Decreased,2,No,,Always,1,Time-saving,,Reliability of information,,90,90,2023,,,3,2,,,1,1,5,1,1,0,1,0,0,1,1,0,0,0
18,Lebanon,Undergraduate student,,Computer Science,,5,Yes,Daily,"Research assistance,Coding or technical help",,ChatGPT,,I use both equally,,4,Probably yes,No change,2,Yes,If i’m stuck i tend to use ai instead of rethinking the problem,Sometimes,2,Time-saving,,Dependency on AI,,90,90,2022,,1,1,2,,3,3,3,5,1,0,0,1,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Computer Science,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-4 (Paid),,3,Unsure,Decreased,,Yes,I dont write my own assignments in english,Often,3,Time-saving,,Dependency on AI,,81,87,2023,,,,,,,,,5,1,1,0,1,1,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Other (please specify),Economics,4,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,4,Probably yes,No change,2,Yes,Makes understanding some concept easier and faster but sometimes makes it harder as it is not as clear and makes some mistakes which creates confusion.,Often,3,Increased understanding,,Reliability of information,,80,80,2022,,1,2,w,,not much,A lot,A lot,4,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Coding or technical help,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,4,Probably yes,Decreased,3,Yes,if i don’t understand a concept I ask AI to explain it with tons of examples ,Often,3,Increased understanding,,Dependency on AI,,92,95,2023,,,,,,,,,4,1,1,0,0,1,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Monthly,"Research assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,Decreased,1,Yes,it takes less time,Always,3,Time-saving,,Reliability of information,,92,94,2024,,,,1,,,,3,4,1,1,0,1,1,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Study scheduling or organization,Concept understanding",,"ChatGPT,Jasper",,I use both equally,,4,Probably yes,Decreased,5,Yes,organized ideas and concepts while giving an in depth breakdown explanation of them,Always,2,Better organization,,Reliability of information,,76,86,2024,,,,6,,,,4,5,0,1,0,0,1,0,1,0,1,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Definitely yes,No change,0.5,Yes,understand them better,Sometimes,1,Increased understanding,,Reliability of information,,75,80,2022,,0,0.5,0.5,,4,4,4,4,0,1,0,1,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Weekly,"Research assistance,Coding or technical help",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,3,Probably yes,Decreased,2,No,,Always,1,Time-saving,,"Ethical concerns (e.g., plagiarism)",,85,85,2022,,2,1,2,,1,1,1,3,1,0,0,1,0,0,1,1,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Writing assistance",,ChatGPT,,GPT-3.5 (Free),Yes,4,Definitely yes,Decreased,2,Yes,,Often,3,Reduced stress,,"Ethical concerns (e.g., plagiarism)",,96,96,2024,,,,,,,,1,4,0,0,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Monthly,"Research assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,5,Probably yes,No change,2,No,,Always,3,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,90,90,2024,,,,2,,,,4,4,0,1,0,1,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Monthly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,3,Unsure,No change,,Yes,,Rarely,2,Enhanced creativity,,Reliability of information,,,,2024,,,,,,,,,3,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,Decreased,7,Yes,,Often,3,Time-saving,,Reliability of information,,80,90,2022,,1,3,7,,1,3,4,5,1,1,0,1,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,No,,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-4 (Paid),,1,Definitely not,No change,,No,,Always,1,Time-saving,,Reliability of information,,,,2023,,,,,,,1,1,1,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Political Science / International relations,,4,Yes,Weekly,"Research assistance,Writing assistance",,"ChatGPT,Other (please specify)",,I'm unsure which version I use,,4,Probably yes,No change,1,Yes,,Always,2,Better organization,,Reliability of information,,95,95,2023,,,0.5,1,,,1,3,4,0,0,0,1,0,1,1,0,0,0,1
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,No change,2,Yes,It helps more concerning things that weren’t understood,Often,1,Increased understanding,,Reliability of information,,80,85,2023,,,0.5,2,,,2,3,4,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon ,Undergraduate student,,Engineering,,4,Yes,Monthly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,4,Unsure,No change,2,No,,Sometimes,2,Reduced stress,,"Ethical concerns (e.g., plagiarism)",,78,78,2023,,,1,1.5,,,3,3,3,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Daily,"Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-4 (Paid),,5,Definitely yes,Decreased,7,Yes,"If I am having a hard time comprehending something, instead of looking at it over and over again, I just send it to CHATGPT to explain it.",Often,3,Increased understanding,,Other (please specify),"AI gives incorrect answers with confidence which concerns me, specifically in electric circuits problems.",83,90,2024,,,,7,,,,5,5,1,1,0,0,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Coding or technical help,Concept understanding",,Other (please specify),"Copilot, blackbox",,,3,Probably yes,Decreased,5,Yes,,Always,2,Increased understanding,,Reliability of information,,70,80,2022,,1,2,5,,1,3,2,5,1,1,0,0,0,0,0,0,0,0,1
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,Decreased,,Yes,It helps get done faster with useless assignments like english essays and languages etc,Often,3,Time-saving,,Reliability of information,,85,85,2023,,,,,,,1,3,5,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,4,Probably yes,Decreased,0.5,No,,Rarely,2,Time-saving,,Reliability of information,,90,90,2024,,,,,,,,,5,0,1,0,0,0,1,1,0,0,0,0
17,Lebanon,Undergraduate student,,Other (please specify),chemical engineering,3,Yes,Daily,"Research assistance,Writing assistance,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,3,Probably yes,Decreased,6,Yes,now i use ai to help me understand concepts better,Rarely,3,Time-saving,,"Ethical concerns (e.g., plagiarism)",,80,90,2023,,,3,6-Jul,,,5,5,5,0,1,0,1,1,1,1,0,0,0,0
17,Lebanon,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Writing assistance,Concept understanding",,"ChatGPT,Other (please specify)",Copilot,GPT-3.5 (Free),Yes,5,Definitely yes,Increased,5,Yes,Assignments are graded so after solving them I use AI to check if my answers were correct ,Always,2,Time-saving,,Reliability of information,,82,91,2023,,,2,5,,,5,5,5,0,1,0,1,0,1,1,0,0,0,1
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-4 (Paid),,5,Definitely yes,Increased,10,Yes,It made me understand more,Always,5,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,85,87,2022,,3,5,10,,4,5,5,5,1,1,0,1,1,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,5,Definitely yes,Decreased,4,Yes,,Rarely,5,Time-saving,,Dependency on AI,,50,50,2022,,0.2,0.4,1,,2,4,4,5,1,1,0,1,1,1,1,1,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,3,Unsure,Decreased,,No,,Rarely,3,Increased understanding,,Reliability of information,,50,,2023,,,,,,,,,4,0,1,0,0,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Writing assistance,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,4,Definitely yes,Decreased,3,Yes,They help me finish my assignments or studyings faster and easier,Often,4,,,Other (please specify),Nothing,50,70,2021,0.5,1,1,3,4,4,4,5,4,0,1,0,1,1,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help",,ChatGPT,,GPT-4 (Paid),,2,Probably yes,Decreased,,Yes,,Sometimes,3,Increased understanding,,Reliability of information,,71,79,2023,,,,,,,,,5,1,0,0,1,0,1,1,0,0,0,0
17,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,No change,2,Yes,No it didn't ,Always,3,Time-saving,,Reliability of information,,77,82,2023,,,1,2,,,1,3,3,0,1,0,1,1,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Other (please specify),Economics ,5,Yes,Daily,"Writing assistance,Concept understanding",,ChatGPT,,GPT-4 (Paid),,3,Unsure,No change,3,Yes,how i should study and what i should study ,Always,3,Reduced stress,,Dependency on AI,,78,83,2022,,1,5,4,,3,4,4,5,0,1,0,0,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Coding or technical help,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,2,Unsure,Decreased,4.5,No,,Sometimes,2,Increased understanding,,Dependency on AI,,,,2022,,4.5,4.5,4.5,,2,2,2,4,1,1,0,1,0,0,1,1,0,0,0
18,Lebanon,Undergraduate student,,Other (please specify),Applied mathematics,4,Yes,Daily,Research assistance,,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,5,Definitely yes,No change,2,Yes,It helps me solve hard problems or english assignments for example,Rarely,4,Time-saving,,"Ethical concerns (e.g., plagiarism)",,75,84,2022,,1,2,2,,3,4,5,5,0,0,0,1,0,0,1,1,0,0,0
18,Lebanon,Graduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,"ChatGPT,Other (please specify)",Google notebook,GPT-3.5 (Free),Maybe,2,Probably yes,Decreased,2,Yes,im not entirely sure but my format has changed since I use it to find a quick answer and explanation to how it got a specific answer I didnt understand,Often,2,Increased understanding,,Reliability of information,,81,81,2023,,,0.2,2,,,3,3,5,0,1,0,1,0,1,1,0,0,0,1
18,Lebanon,Undergraduate student,,Computer Science,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,5,Definitely yes,Decreased,7,Yes,hard assignments that require 8 hours can now take 1 hour with explanations,Often,4,Enhanced creativity,,Dependency on AI,,,,2023,,,2,7,,,3,4,5,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,No change,3,Yes,It makes it easier to understand concepts.,Often,3,Reduced stress,,Dependency on AI,,90,90,2024,,,,1,,,,3,5,0,1,0,0,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance",,ChatGPT,,I use both equally,,3,Probably yes,Decreased,,Yes,,Sometimes,3,Time-saving,,Lack of guidance on usage,,84,87,2023,,,,,,,,,3,0,0,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding,Other (please specify)",Therapy,"ChatGPT,Google Gemini,Other (please specify)",Copilot,GPT-3.5 (Free),Yes,5,Definitely yes,Decreased,2,Yes,Made me skip some assignments I deem unimportant compared to others.,Rarely,4,Increased understanding,,Reliability of information,,75,85,2024,,,,2,,,,5,5,1,1,1,1,1,1,1,1,0,0,1
17,Lebanon,Undergraduate student,,Natural Sciences,,5,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-4 (Paid),,4,Probably yes,Decreased,2,Yes,,Often,2,Increased understanding,,Dependency on AI,,90,95,2024,,,,2,,,,3,4,0,1,0,1,0,1,1,0,0,0,0
19,Lebanon,Undergraduate student,,Engineering,,5,Yes,Monthly,"Writing assistance,Concept understanding",,"ChatGPT,Google Gemini,Jasper,Midjourney",,GPT-3.5 (Free),No,4,Definitely yes,Decreased,7,Yes,"AI tool help specify what the assignment might request; bringing clarity to some poorly worded assignments. Additionally, AI tools help produce multiple drafts for an assignment, allowing the student (me) to spend less time writing perfectly clear responses. Essentially, it's a very good autocorrecting tool, which doubles in its ability to complete portions I have difficulty describing.",Always,4,Time-saving,,Reliability of information,,80,90,2022,,18,9,7,,4,4,5,4,0,1,0,0,0,1,1,1,1,1,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Probably yes,No change,1,Yes,Now if i don't understand the question for example i can simply ask the bot to explain it to me,Sometimes,3,Increased understanding,,Reliability of information,,16,17,2023,,,1,3,,,1,2,2,1,1,0,0,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Business,,5,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-4 (Paid),,4,Unsure,No change,3,Yes,ai helped me with embracing my imagination for writings and ideas,Sometimes,4,Time-saving,,Reliability of information,,85,89,2023,,,1,3,,,3,4,5,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon ,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Study scheduling or organization,Concept understanding,Other (please specify)",life advice but rarely ,"ChatGPT,Other (please specify)",humanizer ai,GPT-4 (Paid),,5,Definitely yes,Decreased,15,Yes,"1. let's say im solving test banks that only provide final answer. i use gpt to give me an in depth answer key so i can understand what's happening better sometimes.
2. when i use gpt to help me in wording things better, i start to know how to do it myself after a few times because im used to reading gpt's answers and writing style.
also teaches me new words.
3. summarizing material for me if i have no time + elaborating on things i didnt understand ",Sometimes,3,Other (please specify),the answer depends on the subject. increased understanding in scientific subjects. better organizations and enhanced creativity in English. reduced stress if im in a rush,Other (please specify),plagiarism + inaccuracy sometimes (example in electric circuits) ,,,2023,,,,,,,,,5,0,1,1,1,1,1,1,0,0,0,1
17,Lebanon,Undergraduate student,,Computer Science,,5,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,"ChatGPT,Google Gemini",,GPT-3.5 (Free),Maybe,4,Definitely yes,No change,14,Yes,I feel more encouraged. ,Rarely,4,Increased understanding,,Reliability of information,,89,84,2024,,,,14,,,,4,5,1,1,0,1,0,1,1,1,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Rarely,"Research assistance,Writing assistance",,ChatGPT,,GPT-4 (Paid),,3,Probably not,Decreased,3,Yes,,Rarely,2,Time-saving,,Reliability of information,,85,85,2023,,,3,3,,,3,3,4,0,0,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,3,Unsure,Decreased,4,Yes,Made things easier,Often,3,Reduced stress,,Reliability of information,,83,86,2023,,,1,4,,,8,6,3,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Computer Science,,4,Yes,Monthly,Coding or technical help,,ChatGPT,,GPT-3.5 (Free),No,3,Unsure,No change,,Yes,,Often,3,Reduced stress,,Dependency on AI,,,,2023,,,2,6,,,2,4,2,1,0,0,0,0,0,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Unsure,No change,3,Yes,Easy redundant assignments can be done with AI allowing me to pitch more time on heavier and more complex material. ,Always,3,Time-saving,,Reliability of information,,80,82,2022,,5,15,3,,2,3,2,4,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Coding or technical help,Study scheduling or organization",,"ChatGPT,Other (please specify)",copilot,GPT-3.5 (Free),No,3,Probably not,Decreased,4,Yes,less motivation,Sometimes,4,Reduced stress,,"Ethical concerns (e.g., plagiarism)",,80,80,2023,,,1,4,,,4,4,2,1,0,0,0,1,0,1,0,0,0,1
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-4 (Paid),,4,Probably yes,No change,2,No,,Often,2,Time-saving,,Reliability of information,,80,88,2022,,0.5,2,2,,4,3,3,4,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Coding or technical help,Study scheduling or organization,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Yes,3,Probably yes,No change,3,Yes,,Often,3,Time-saving,,Dependency on AI,,84,86,2023,,,,,,,,,5,1,1,0,1,1,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,4,Yes,Daily,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),Maybe,3,Probably yes,No change,,Yes,,Never,1,,,Dependency on AI,,98,98,2024,,,,,,,,,5,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Weekly,"Research assistance,Writing assistance,Coding or technical help,Concept understanding",,ChatGPT,,GPT-4 (Paid),,4,Definitely yes,Decreased,5,Yes,Depends on the scenario. Sometimes i let him do the assignments and then i tune what he does. Very dependant on the nature of the assignment/task.,Rarely,3,Time-saving,,Dependency on AI,,90,93,2022,,8,20-30,8,,Not by alot,Massive difference,Good amount,5,1,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,5,Yes,Daily,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-4 (Paid),,5,Probably yes,No change,,Yes,,Never,5,Reduced stress,,"Ethical concerns (e.g., plagiarism)",,,,2024,,,,,,,,,5,0,1,0,1,0,1,1,0,0,0,0
17,Lebanon,Undergraduate student,,Engineering,,4,Yes,Monthly,"Research assistance,Writing assistance,Concept understanding",,ChatGPT,,GPT-3.5 (Free),No,3,Probably yes,No change,1,Yes,It lets me understand faster,Rarely,1,Increased understanding,,"Ethical concerns (e.g., plagiarism)",,66,66,2022,,1,1,1,,2,2,3,3,0,1,0,1,0,1,1,0,0,0,0
18,Lebanon,Undergraduate student,,Engineering,,3,Yes,Weekly,"Research assistance,Writing assistance",,ChatGPT,,GPT-3.5 (Free),Maybe,4,Unsure,Decreased,15,Yes,AI can help with essay or problems solving so it can give us an idea,Rarely,2,,,"Ethical concerns (e.g., plagiarism)",,90,90,2022,,"0,5",1,"1,5",,1,1,2,4,0,0,0,1,0,1,1,0,0,0,0
18,Lebanon ,Undergraduate student,,Engineering,,4,Yes,Weekly,"Research assistance,Writing assistance,Concept understanding",,"ChatGPT,Other (please specify)",Autopilot ,GPT-4 (Paid),,3,Probably yes,Decreased,2,Yes,,Sometimes,2,Time-saving,,Reliability of information,,90,90,2021,1,1,2,2,2,2,3,3,5,0,1,0,1,0,1,1,0,0,0,1
17,Lebanon,Undergraduate student,,Engineering,,4,No,,Research assistance,,ChatGPT,,GPT-3.5 (Free),Maybe,3,Unsure,No change,1.5,No,,Always,1,Better organization,,Reliability of information,,,,2022,,4,2,1.5,,2,4,3,3,0,0,0,1,0,0,1,0,0,0,0
